"","YR","SP","DEPTH","LAT","LON","ASDIST","DTEOC"
"6846",1973,263,NA,NA,NA,NA,NA
"6847",1974,263,NA,NA,NA,NA,NA
"6848",1975,263,NA,NA,NA,NA,NA
"6849",1976,263,NA,NA,NA,NA,NA
"6850",1977,263,NA,NA,NA,NA,NA
"6851",1978,263,NA,NA,NA,NA,NA
"6852",1979,263,NA,NA,NA,NA,NA
"6853",1980,263,NA,NA,NA,NA,NA
"6854",1981,263,NA,NA,NA,NA,NA
"6855",1982,263,NA,NA,NA,NA,NA
"6856",1983,263,NA,NA,NA,NA,NA
"6857",1984,263,NA,NA,NA,NA,NA
"6858",1985,263,NA,NA,NA,NA,NA
"6859",1986,263,NA,NA,NA,NA,NA
"6860",1987,263,NA,NA,NA,NA,NA
"6861",1988,263,NA,NA,NA,NA,NA
"6862",1989,263,NA,NA,NA,NA,NA
"6863",1990,263,NA,NA,NA,NA,NA
"6864",1991,263,NA,NA,NA,NA,NA
"6865",1992,263,NA,NA,NA,NA,NA
"6866",1993,263,NA,NA,NA,NA,NA
"6867",1994,263,NA,NA,NA,NA,NA
"6868",1995,263,NA,NA,NA,NA,NA
"6869",1996,263,NA,NA,NA,NA,NA
"6870",1997,263,NA,NA,NA,NA,NA
"6871",1998,263,NA,NA,NA,NA,NA
"6872",1999,263,NA,NA,NA,NA,NA
"6873",2000,263,NA,NA,NA,NA,NA
"6874",2001,263,NA,NA,NA,NA,NA
"6875",2002,263,NA,NA,NA,NA,NA
"6876",2003,263,NA,NA,NA,NA,NA
"6877",2004,263,NA,NA,NA,NA,NA
"6878",2005,263,NA,NA,NA,NA,NA
"6879",2006,263,NA,NA,NA,NA,NA
"6880",2007,263,NA,NA,NA,NA,NA
"6881",2008,263,NA,NA,NA,NA,NA
"6882",2009,263,NA,NA,NA,NA,NA
"6883",2010,263,NA,NA,NA,NA,NA
"6884",2011,263,NA,NA,NA,NA,NA
"6885",2012,263,NA,NA,NA,NA,NA
"6886",2013,263,NA,NA,NA,NA,NA
"6887",2014,263,NA,NA,NA,NA,NA
"6888",2015,263,NA,NA,NA,NA,NA
"6889",2016,263,NA,NA,NA,NA,NA
"6890",2017,263,NA,NA,NA,NA,NA
"6891",2018,263,NA,NA,NA,NA,NA
"6892",2019,263,NA,NA,NA,NA,NA
"6893",2020,263,NA,NA,NA,NA,NA
"6894",2021,263,NA,NA,NA,NA,NA
"6895",2022,263,NA,NA,NA,NA,NA
"6896",2023,263,NA,NA,NA,NA,NA
"6897",2024,263,NA,NA,NA,NA,NA
"6898",1968,270,NA,NA,NA,NA,NA
"6899",1969,270,NA,NA,NA,NA,NA
"6900",1970,270,NA,NA,NA,NA,NA
"6901",1971,270,NA,NA,NA,NA,NA
"6902",1972,270,NA,NA,NA,NA,NA
"6903",1973,270,NA,NA,NA,NA,NA
"6904",1974,270,NA,NA,NA,NA,NA
"6905",1975,270,NA,NA,NA,NA,NA
"6906",1976,270,NA,NA,NA,NA,NA
"6907",1977,270,NA,NA,NA,NA,NA
"6908",1978,270,NA,NA,NA,NA,NA
"6909",1979,270,NA,NA,NA,NA,NA
"6910",1980,270,NA,NA,NA,NA,NA
"6911",1981,270,NA,NA,NA,NA,NA
"6912",1982,270,NA,NA,NA,NA,NA
"6913",1983,270,NA,NA,NA,NA,NA
"6914",1984,270,NA,NA,NA,NA,NA
"6915",1985,270,NA,NA,NA,NA,NA
"6916",1986,270,NA,NA,NA,NA,NA
"6917",1987,270,NA,NA,NA,NA,NA
"6918",1988,270,NA,NA,NA,NA,NA
"6919",1989,270,NA,NA,NA,NA,NA
"6920",1990,270,NA,NA,NA,NA,NA
"6921",1991,270,NA,NA,NA,NA,NA
"6922",1992,270,NA,NA,NA,NA,NA
"6923",1993,270,NA,NA,NA,NA,NA
"6924",1994,270,NA,NA,NA,NA,NA
"6925",1995,270,NA,NA,NA,NA,NA
"6926",1996,270,NA,NA,NA,NA,NA
"6927",1997,270,NA,NA,NA,NA,NA
"6928",1998,270,NA,NA,NA,NA,NA
"6929",1999,270,NA,NA,NA,NA,NA
"6930",2000,270,NA,NA,NA,NA,NA
"6931",2001,270,NA,NA,NA,NA,NA
"6932",2002,270,NA,NA,NA,NA,NA
"6933",2003,270,NA,NA,NA,NA,NA
"6934",2004,270,NA,NA,NA,NA,NA
"6935",2005,270,NA,NA,NA,NA,NA
"6936",2006,270,NA,NA,NA,NA,NA
"6937",2007,270,NA,NA,NA,NA,NA
"6938",2008,270,NA,NA,NA,NA,NA
"6939",2009,270,NA,NA,NA,NA,NA
"6940",2010,270,NA,NA,NA,NA,NA
"6941",2011,270,NA,NA,NA,NA,NA
"6942",2012,270,NA,NA,NA,NA,NA
"6943",2013,270,NA,NA,NA,NA,NA
"6944",2014,270,NA,NA,NA,NA,NA
"6945",2015,270,NA,NA,NA,NA,NA
"6946",2016,270,NA,NA,NA,NA,NA
"6947",2017,270,NA,NA,NA,NA,NA
"6948",2018,270,NA,NA,NA,NA,NA
"6949",2019,270,NA,NA,NA,NA,NA
"6950",2020,270,NA,NA,NA,NA,NA
"6951",2021,270,NA,NA,NA,NA,NA
"6952",2022,270,NA,NA,NA,NA,NA
"6953",2023,270,NA,NA,NA,NA,NA
"6954",2024,270,NA,NA,NA,NA,NA
"6955",1968,287,NA,NA,NA,NA,NA
"6956",1969,287,NA,NA,NA,NA,NA
"6957",1970,287,NA,NA,NA,NA,NA
"6958",1971,287,NA,NA,NA,NA,NA
"6959",1972,287,NA,NA,NA,NA,NA
"6960",1973,287,NA,NA,NA,NA,NA
"6961",1974,287,NA,NA,NA,NA,NA
"6962",1975,287,NA,NA,NA,NA,NA
"6963",1976,287,NA,NA,NA,NA,NA
"6964",1977,287,NA,NA,NA,NA,NA
"6965",1978,287,NA,NA,NA,NA,NA
"6966",1979,287,NA,NA,NA,NA,NA
"6967",1980,287,NA,NA,NA,NA,NA
"6968",1981,287,NA,NA,NA,NA,NA
"6969",1982,287,NA,NA,NA,NA,NA
"6970",1983,287,NA,NA,NA,NA,NA
"6971",1984,287,NA,NA,NA,NA,NA
"6972",1985,287,NA,NA,NA,NA,NA
"6973",1986,287,NA,NA,NA,NA,NA
"6974",1987,287,NA,NA,NA,NA,NA
"6975",1988,287,NA,NA,NA,NA,NA
"6976",1989,287,NA,NA,NA,NA,NA
"6977",1990,287,NA,NA,NA,NA,NA
"6978",1991,287,NA,NA,NA,NA,NA
"6979",1992,287,NA,NA,NA,NA,NA
"6980",1993,287,NA,NA,NA,NA,NA
"6981",1994,287,NA,NA,NA,NA,NA
"6982",1995,287,NA,NA,NA,NA,NA
"6983",1996,287,NA,NA,NA,NA,NA
"6984",1997,287,NA,NA,NA,NA,NA
"6985",1998,287,NA,NA,NA,NA,NA
"6986",1999,287,NA,NA,NA,NA,NA
"6987",2000,287,NA,NA,NA,NA,NA
"6988",2001,287,NA,NA,NA,NA,NA
"6989",2002,287,NA,NA,NA,NA,NA
"6990",2003,287,NA,NA,NA,NA,NA
"6991",2004,287,NA,NA,NA,NA,NA
"6992",2005,287,NA,NA,NA,NA,NA
"6993",2006,287,NA,NA,NA,NA,NA
"6994",2007,287,NA,NA,NA,NA,NA
"6995",2008,287,NA,NA,NA,NA,NA
"6996",2009,287,NA,NA,NA,NA,NA
"6997",2010,287,NA,NA,NA,NA,NA
"6998",2011,287,NA,NA,NA,NA,NA
"6999",2012,287,NA,NA,NA,NA,NA
"7000",2013,287,NA,NA,NA,NA,NA
"7001",2014,287,NA,NA,NA,NA,NA
"7002",2015,287,NA,NA,NA,NA,NA
"7003",2016,287,NA,NA,NA,NA,NA
"7004",2017,287,NA,NA,NA,NA,NA
"7005",2018,287,NA,NA,NA,NA,NA
"7006",2019,287,NA,NA,NA,NA,NA
"7007",2020,287,NA,NA,NA,NA,NA
"7008",2021,287,NA,NA,NA,NA,NA
"7009",2022,287,NA,NA,NA,NA,NA
"7010",2023,287,NA,NA,NA,NA,NA
"7011",2024,287,NA,NA,NA,NA,NA
"7012",1968,292,NA,NA,NA,NA,NA
"7013",1969,292,NA,NA,NA,NA,NA
"7014",1970,292,NA,NA,NA,NA,NA
"7015",1971,292,NA,NA,NA,NA,NA
"7016",1972,292,NA,NA,NA,NA,NA
"7017",1973,292,NA,NA,NA,NA,NA
"7018",1974,292,NA,NA,NA,NA,NA
"7019",1975,292,NA,NA,NA,NA,NA
"7020",1976,292,NA,NA,NA,NA,NA
"7021",1977,292,NA,NA,NA,NA,NA
"7022",1978,292,NA,NA,NA,NA,NA
"7023",1979,292,NA,NA,NA,NA,NA
"7024",1980,292,NA,NA,NA,NA,NA
"7025",1981,292,NA,NA,NA,NA,NA
"7026",1982,292,NA,NA,NA,NA,NA
"7027",1983,292,NA,NA,NA,NA,NA
"7028",1984,292,NA,NA,NA,NA,NA
"7029",1985,292,NA,NA,NA,NA,NA
"7030",1986,292,NA,NA,NA,NA,NA
"7031",1987,292,NA,NA,NA,NA,NA
"7032",1988,292,NA,NA,NA,NA,NA
"7033",1989,292,NA,NA,NA,NA,NA
"7034",1990,292,NA,NA,NA,NA,NA
"7035",1991,292,NA,NA,NA,NA,NA
"7036",1992,292,NA,NA,NA,NA,NA
"7037",1993,292,NA,NA,NA,NA,NA
"7038",1994,292,NA,NA,NA,NA,NA
"7039",1995,292,NA,NA,NA,NA,NA
"7040",1996,292,NA,NA,NA,NA,NA
"7041",1997,292,NA,NA,NA,NA,NA
"7042",1998,292,NA,NA,NA,NA,NA
"7043",1999,292,NA,NA,NA,NA,NA
"7044",2000,292,NA,NA,NA,NA,NA
"7045",2001,292,NA,NA,NA,NA,NA
"7046",2002,292,NA,NA,NA,NA,NA
"7047",2003,292,NA,NA,NA,NA,NA
"7048",2004,292,NA,NA,NA,NA,NA
"7049",2005,292,NA,NA,NA,NA,NA
"7050",2006,292,NA,NA,NA,NA,NA
"7051",2007,292,NA,NA,NA,NA,NA
"7052",2008,292,NA,NA,NA,NA,NA
"7053",2009,292,NA,NA,NA,NA,NA
"7054",2010,292,NA,NA,NA,NA,NA
"7055",2011,292,NA,NA,NA,NA,NA
"7056",2012,292,NA,NA,NA,NA,NA
"7057",2013,292,NA,NA,NA,NA,NA
"7058",2014,292,NA,NA,NA,NA,NA
"7059",2015,292,NA,NA,NA,NA,NA
"7060",2016,292,NA,NA,NA,NA,NA
"7061",2017,292,NA,NA,NA,NA,NA
"7062",2018,292,NA,NA,NA,NA,NA
"7063",2019,292,NA,NA,NA,NA,NA
"7064",2020,292,NA,NA,NA,NA,NA
"7065",2021,292,NA,NA,NA,NA,NA
"7066",2022,292,NA,NA,NA,NA,NA
"7067",2023,292,NA,NA,NA,NA,NA
"7068",2024,292,NA,NA,NA,NA,NA
"7069",1968,294,NA,NA,NA,NA,NA
"7070",1969,294,NA,NA,NA,NA,NA
"7071",1970,294,NA,NA,NA,NA,NA
"7072",1971,294,NA,NA,NA,NA,NA
"7073",1972,294,NA,NA,NA,NA,NA
"7074",1973,294,NA,NA,NA,NA,NA
"7075",1974,294,NA,NA,NA,NA,NA
"7076",1975,294,NA,NA,NA,NA,NA
"7077",1976,294,NA,NA,NA,NA,NA
"7078",1977,294,NA,NA,NA,NA,NA
"7079",1978,294,NA,NA,NA,NA,NA
"7080",1979,294,NA,NA,NA,NA,NA
"7081",1980,294,NA,NA,NA,NA,NA
"7082",1981,294,NA,NA,NA,NA,NA
"7083",1982,294,NA,NA,NA,NA,NA
"7084",1983,294,NA,NA,NA,NA,NA
"7085",1984,294,NA,NA,NA,NA,NA
"7086",1985,294,NA,NA,NA,NA,NA
"7087",1986,294,NA,NA,NA,NA,NA
"7088",1987,294,NA,NA,NA,NA,NA
"7089",1988,294,NA,NA,NA,NA,NA
"7090",1989,294,NA,NA,NA,NA,NA
"7091",1990,294,NA,NA,NA,NA,NA
"7092",1991,294,NA,NA,NA,NA,NA
"7093",1992,294,NA,NA,NA,NA,NA
"7094",1993,294,NA,NA,NA,NA,NA
"7095",1994,294,NA,NA,NA,NA,NA
"7096",1995,294,NA,NA,NA,NA,NA
"7097",1996,294,NA,NA,NA,NA,NA
"7098",1997,294,NA,NA,NA,NA,NA
"7099",1998,294,NA,NA,NA,NA,NA
"7100",1999,294,NA,NA,NA,NA,NA
"7101",2000,294,NA,NA,NA,NA,NA
"7102",2001,294,NA,NA,NA,NA,NA
"7103",2002,294,NA,NA,NA,NA,NA
"7104",2003,294,NA,NA,NA,NA,NA
"7105",2004,294,NA,NA,NA,NA,NA
"7106",2005,294,NA,NA,NA,NA,NA
"7107",2006,294,NA,NA,NA,NA,NA
"7108",2007,294,NA,NA,NA,NA,NA
"7109",2008,294,NA,NA,NA,NA,NA
"7110",2009,294,NA,NA,NA,NA,NA
"7111",2010,294,NA,NA,NA,NA,NA
"7112",2011,294,NA,NA,NA,NA,NA
"7113",2012,294,NA,NA,NA,NA,NA
"7114",2013,294,NA,NA,NA,NA,NA
"7115",2014,294,NA,NA,NA,NA,NA
"7116",2015,294,NA,NA,NA,NA,NA
"7117",2016,294,NA,NA,NA,NA,NA
"7118",2017,294,NA,NA,NA,NA,NA
"7119",2018,294,NA,NA,NA,NA,NA
"7120",2019,294,NA,NA,NA,NA,NA
"7121",2020,294,NA,NA,NA,NA,NA
"7122",2021,294,NA,NA,NA,NA,NA
"7123",2022,294,NA,NA,NA,NA,NA
"7124",2023,294,NA,NA,NA,NA,NA
"7125",2024,294,NA,NA,NA,NA,NA
"7126",1968,295,NA,NA,NA,NA,NA
"7127",1969,295,NA,NA,NA,NA,NA
"7128",1970,295,NA,NA,NA,NA,NA
"7129",1971,295,NA,NA,NA,NA,NA
"7130",1972,295,NA,NA,NA,NA,NA
"7131",1973,295,NA,NA,NA,NA,NA
"7132",1974,295,NA,NA,NA,NA,NA
"7133",1975,295,NA,NA,NA,NA,NA
"7134",1976,295,NA,NA,NA,NA,NA
"7135",1977,295,NA,NA,NA,NA,NA
"7136",1978,295,NA,NA,NA,NA,NA
"7137",1979,295,NA,NA,NA,NA,NA
"7138",1980,295,NA,NA,NA,NA,NA
"7139",1981,295,NA,NA,NA,NA,NA
"7140",1982,295,NA,NA,NA,NA,NA
"7141",1983,295,NA,NA,NA,NA,NA
"7142",1984,295,NA,NA,NA,NA,NA
"7143",1985,295,NA,NA,NA,NA,NA
"7144",1986,295,NA,NA,NA,NA,NA
"7145",1987,295,NA,NA,NA,NA,NA
"7146",1988,295,NA,NA,NA,NA,NA
"7147",1989,295,NA,NA,NA,NA,NA
"7148",1990,295,NA,NA,NA,NA,NA
"7149",1991,295,NA,NA,NA,NA,NA
"7150",1992,295,NA,NA,NA,NA,NA
"7151",1993,295,NA,NA,NA,NA,NA
"7152",1994,295,NA,NA,NA,NA,NA
"7153",1995,295,NA,NA,NA,NA,NA
"7154",1996,295,NA,NA,NA,NA,NA
"7155",1997,295,NA,NA,NA,NA,NA
"7156",1998,295,NA,NA,NA,NA,NA
"7157",1999,295,NA,NA,NA,NA,NA
"7158",2000,295,NA,NA,NA,NA,NA
"7159",2001,295,NA,NA,NA,NA,NA
"7160",2002,295,NA,NA,NA,NA,NA
"7161",2003,295,NA,NA,NA,NA,NA
"7162",2004,295,NA,NA,NA,NA,NA
"7163",2005,295,NA,NA,NA,NA,NA
"7164",2006,295,NA,NA,NA,NA,NA
"7165",2007,295,NA,NA,NA,NA,NA
"7166",2008,295,NA,NA,NA,NA,NA
"7167",2009,295,NA,NA,NA,NA,NA
"7168",2010,295,NA,NA,NA,NA,NA
"7169",2011,295,NA,NA,NA,NA,NA
"7170",2012,295,NA,NA,NA,NA,NA
"7171",2013,295,NA,NA,NA,NA,NA
"7172",2014,295,NA,NA,NA,NA,NA
"7173",2015,295,NA,NA,NA,NA,NA
"7174",2016,295,NA,NA,NA,NA,NA
"7175",2017,295,NA,NA,NA,NA,NA
"7176",2018,295,NA,NA,NA,NA,NA
"7177",2019,295,NA,NA,NA,NA,NA
"7178",2020,295,NA,NA,NA,NA,NA
"7179",2021,295,NA,NA,NA,NA,NA
"7180",2022,295,NA,NA,NA,NA,NA
"7181",2023,295,NA,NA,NA,NA,NA
"7182",2024,295,NA,NA,NA,NA,NA
"7183",1968,296,NA,NA,NA,NA,NA
"7184",1969,296,NA,NA,NA,NA,NA
"7185",1970,296,NA,NA,NA,NA,NA
"7186",1971,296,NA,NA,NA,NA,NA
"7187",1972,296,NA,NA,NA,NA,NA
"7188",1973,296,NA,NA,NA,NA,NA
"7189",1974,296,NA,NA,NA,NA,NA
"7190",1975,296,NA,NA,NA,NA,NA
"7191",1976,296,NA,NA,NA,NA,NA
"7192",1977,296,NA,NA,NA,NA,NA
"7193",1978,296,NA,NA,NA,NA,NA
"7194",1979,296,NA,NA,NA,NA,NA
"7195",1980,296,NA,NA,NA,NA,NA
"7196",1981,296,NA,NA,NA,NA,NA
"7197",1982,296,NA,NA,NA,NA,NA
"7198",1983,296,NA,NA,NA,NA,NA
"7199",1984,296,NA,NA,NA,NA,NA
"7200",1985,296,NA,NA,NA,NA,NA
"7201",1986,296,NA,NA,NA,NA,NA
"7202",1987,296,NA,NA,NA,NA,NA
"7203",1988,296,NA,NA,NA,NA,NA
"7204",1989,296,NA,NA,NA,NA,NA
"7205",1990,296,NA,NA,NA,NA,NA
"7206",1991,296,NA,NA,NA,NA,NA
"7207",1992,296,NA,NA,NA,NA,NA
"7208",1993,296,NA,NA,NA,NA,NA
"7209",1994,296,NA,NA,NA,NA,NA
"7210",1995,296,NA,NA,NA,NA,NA
"7211",1996,296,NA,NA,NA,NA,NA
"7212",1997,296,NA,NA,NA,NA,NA
"7213",1998,296,NA,NA,NA,NA,NA
"7214",1999,296,NA,NA,NA,NA,NA
"7215",2000,296,NA,NA,NA,NA,NA
"7216",2001,296,NA,NA,NA,NA,NA
"7217",2002,296,NA,NA,NA,NA,NA
"7218",2003,296,NA,NA,NA,NA,NA
"7219",2004,296,NA,NA,NA,NA,NA
"7220",2005,296,NA,NA,NA,NA,NA
"7221",2006,296,NA,NA,NA,NA,NA
"7222",2007,296,NA,NA,NA,NA,NA
"7223",2008,296,NA,NA,NA,NA,NA
"7224",2009,296,NA,NA,NA,NA,NA
"7225",2010,296,NA,NA,NA,NA,NA
"7226",2011,296,NA,NA,NA,NA,NA
"7227",2012,296,NA,NA,NA,NA,NA
"7228",2013,296,NA,NA,NA,NA,NA
"7229",2014,296,NA,NA,NA,NA,NA
"7230",2015,296,NA,NA,NA,NA,NA
"7231",2016,296,NA,NA,NA,NA,NA
"7232",2017,296,NA,NA,NA,NA,NA
"7233",2018,296,NA,NA,NA,NA,NA
"7234",2019,296,NA,NA,NA,NA,NA
"7235",2020,296,NA,NA,NA,NA,NA
"7236",2021,296,NA,NA,NA,NA,NA
"7237",2022,296,NA,NA,NA,NA,NA
"7238",2023,296,NA,NA,NA,NA,NA
"7239",2024,296,NA,NA,NA,NA,NA
"7240",1968,297,NA,NA,NA,NA,NA
"7241",1969,297,NA,NA,NA,NA,NA
"7242",1970,297,NA,NA,NA,NA,NA
"7243",1971,297,NA,NA,NA,NA,NA
"7244",1972,297,NA,NA,NA,NA,NA
"7245",1973,297,NA,NA,NA,NA,NA
"7246",1974,297,NA,NA,NA,NA,NA
"7247",1975,297,NA,NA,NA,NA,NA
"7248",1976,297,NA,NA,NA,NA,NA
"7249",1977,297,NA,NA,NA,NA,NA
"7250",1978,297,NA,NA,NA,NA,NA
"7251",1979,297,NA,NA,NA,NA,NA
"7252",1980,297,NA,NA,NA,NA,NA
"7253",1981,297,NA,NA,NA,NA,NA
"7254",1982,297,NA,NA,NA,NA,NA
"7255",1983,297,NA,NA,NA,NA,NA
"7256",1984,297,NA,NA,NA,NA,NA
"7257",1985,297,NA,NA,NA,NA,NA
"7258",1986,297,NA,NA,NA,NA,NA
"7259",1987,297,NA,NA,NA,NA,NA
"7260",1988,297,NA,NA,NA,NA,NA
"7261",1989,297,NA,NA,NA,NA,NA
"7262",1990,297,NA,NA,NA,NA,NA
"7263",1991,297,NA,NA,NA,NA,NA
"7264",1992,297,NA,NA,NA,NA,NA
"7265",1993,297,NA,NA,NA,NA,NA
"7266",1994,297,NA,NA,NA,NA,NA
"7267",1995,297,NA,NA,NA,NA,NA
"7268",1996,297,NA,NA,NA,NA,NA
"7269",1997,297,NA,NA,NA,NA,NA
"7270",1998,297,NA,NA,NA,NA,NA
"7271",1999,297,NA,NA,NA,NA,NA
"7272",2000,297,NA,NA,NA,NA,NA
"7273",2001,297,NA,NA,NA,NA,NA
"7274",2002,297,NA,NA,NA,NA,NA
"7275",2003,297,NA,NA,NA,NA,NA
"7276",2004,297,NA,NA,NA,NA,NA
"7277",2005,297,NA,NA,NA,NA,NA
"7278",2006,297,NA,NA,NA,NA,NA
"7279",2007,297,NA,NA,NA,NA,NA
"7280",2008,297,NA,NA,NA,NA,NA
"7281",2009,297,NA,NA,NA,NA,NA
"7282",2010,297,NA,NA,NA,NA,NA
"7283",2011,297,NA,NA,NA,NA,NA
"7284",2012,297,NA,NA,NA,NA,NA
"7285",2013,297,NA,NA,NA,NA,NA
"7286",2014,297,NA,NA,NA,NA,NA
"7287",2015,297,NA,NA,NA,NA,NA
"7288",2016,297,NA,NA,NA,NA,NA
"7289",2017,297,NA,NA,NA,NA,NA
"7290",2018,297,NA,NA,NA,NA,NA
"7291",2019,297,NA,NA,NA,NA,NA
"7292",2020,297,NA,NA,NA,NA,NA
"7293",2021,297,NA,NA,NA,NA,NA
"7294",2022,297,NA,NA,NA,NA,NA
"7295",2023,297,NA,NA,NA,NA,NA
"7296",2024,297,NA,NA,NA,NA,NA
"7297",1968,298,NA,NA,NA,NA,NA
"7298",1969,298,NA,NA,NA,NA,NA
"7299",1970,298,NA,NA,NA,NA,NA
"7300",1971,298,NA,NA,NA,NA,NA
"7301",1972,298,NA,NA,NA,NA,NA
"7302",1973,298,NA,NA,NA,NA,NA
"7303",1974,298,NA,NA,NA,NA,NA
"7304",1975,298,NA,NA,NA,NA,NA
"7305",1976,298,NA,NA,NA,NA,NA
"7306",1977,298,NA,NA,NA,NA,NA
"7307",1978,298,NA,NA,NA,NA,NA
"7308",1979,298,NA,NA,NA,NA,NA
"7309",1980,298,NA,NA,NA,NA,NA
"7310",1981,298,NA,NA,NA,NA,NA
"7311",1982,298,NA,NA,NA,NA,NA
"7312",1983,298,NA,NA,NA,NA,NA
"7313",1984,298,NA,NA,NA,NA,NA
"7314",1985,298,NA,NA,NA,NA,NA
"7315",1986,298,NA,NA,NA,NA,NA
"7316",1987,298,NA,NA,NA,NA,NA
"7317",1988,298,NA,NA,NA,NA,NA
"7318",1989,298,NA,NA,NA,NA,NA
"7319",1990,298,NA,NA,NA,NA,NA
"7320",1991,298,NA,NA,NA,NA,NA
"7321",1992,298,NA,NA,NA,NA,NA
"7322",1993,298,NA,NA,NA,NA,NA
"7323",1994,298,NA,NA,NA,NA,NA
"7324",1995,298,NA,NA,NA,NA,NA
"7325",1996,298,NA,NA,NA,NA,NA
"7326",1997,298,NA,NA,NA,NA,NA
"7327",1998,298,NA,NA,NA,NA,NA
"7328",1999,298,NA,NA,NA,NA,NA
"7329",2000,298,NA,NA,NA,NA,NA
"7330",2001,298,NA,NA,NA,NA,NA
"7331",2002,298,NA,NA,NA,NA,NA
"7332",2003,298,NA,NA,NA,NA,NA
"7333",2004,298,NA,NA,NA,NA,NA
"7334",2005,298,NA,NA,NA,NA,NA
"7335",2006,298,NA,NA,NA,NA,NA
"7336",2007,298,NA,NA,NA,NA,NA
"7337",2008,298,NA,NA,NA,NA,NA
"7338",2009,298,NA,NA,NA,NA,NA
"7339",2010,298,NA,NA,NA,NA,NA
"7340",2011,298,NA,NA,NA,NA,NA
"7341",2012,298,NA,NA,NA,NA,NA
"7342",2013,298,NA,NA,NA,NA,NA
"7343",2014,298,NA,NA,NA,NA,NA
"7344",2015,298,NA,NA,NA,NA,NA
"7345",2016,298,NA,NA,NA,NA,NA
"7346",2017,298,NA,NA,NA,NA,NA
"7347",2018,298,NA,NA,NA,NA,NA
"7348",2019,298,NA,NA,NA,NA,NA
"7349",2020,298,NA,NA,NA,NA,NA
"7350",2021,298,NA,NA,NA,NA,NA
"7351",2022,298,NA,NA,NA,NA,NA
"7352",2023,298,NA,NA,NA,NA,NA
"7353",2024,298,NA,NA,NA,NA,NA
"7354",1968,299,NA,NA,NA,NA,NA
"7355",1969,299,NA,NA,NA,NA,NA
"7356",1970,299,NA,NA,NA,NA,NA
"7357",1971,299,NA,NA,NA,NA,NA
"7358",1972,299,NA,NA,NA,NA,NA
"7359",1973,299,NA,NA,NA,NA,NA
"7360",1974,299,NA,NA,NA,NA,NA
"7361",1975,299,NA,NA,NA,NA,NA
"7362",1976,299,NA,NA,NA,NA,NA
"7363",1977,299,NA,NA,NA,NA,NA
"7364",1978,299,NA,NA,NA,NA,NA
"7365",1979,299,NA,NA,NA,NA,NA
"7366",1980,299,NA,NA,NA,NA,NA
"7367",1981,299,NA,NA,NA,NA,NA
"7368",1982,299,NA,NA,NA,NA,NA
"7369",1983,299,NA,NA,NA,NA,NA
"7370",1984,299,NA,NA,NA,NA,NA
"7371",1985,299,NA,NA,NA,NA,NA
"7372",1986,299,NA,NA,NA,NA,NA
"7373",1987,299,NA,NA,NA,NA,NA
"7374",1988,299,NA,NA,NA,NA,NA
"7375",1989,299,NA,NA,NA,NA,NA
"7376",1990,299,NA,NA,NA,NA,NA
"7377",1991,299,NA,NA,NA,NA,NA
"7378",1992,299,NA,NA,NA,NA,NA
"7379",1993,299,NA,NA,NA,NA,NA
"7380",1994,299,NA,NA,NA,NA,NA
"7381",1995,299,NA,NA,NA,NA,NA
"7382",1996,299,NA,NA,NA,NA,NA
"7383",1997,299,NA,NA,NA,NA,NA
"7384",1998,299,NA,NA,NA,NA,NA
"7385",1999,299,NA,NA,NA,NA,NA
"7386",2000,299,NA,NA,NA,NA,NA
"7387",2001,299,NA,NA,NA,NA,NA
"7388",2002,299,NA,NA,NA,NA,NA
"7389",2003,299,NA,NA,NA,NA,NA
"7390",2004,299,NA,NA,NA,NA,NA
"7391",2005,299,NA,NA,NA,NA,NA
"7392",2006,299,NA,NA,NA,NA,NA
"7393",2007,299,NA,NA,NA,NA,NA
"7394",2008,299,NA,NA,NA,NA,NA
"7395",2009,299,NA,NA,NA,NA,NA
"7396",2010,299,NA,NA,NA,NA,NA
"7397",2011,299,NA,NA,NA,NA,NA
"7398",2012,299,NA,NA,NA,NA,NA
"7399",2013,299,NA,NA,NA,NA,NA
"7400",2014,299,NA,NA,NA,NA,NA
"7401",2015,299,NA,NA,NA,NA,NA
"7402",2016,299,NA,NA,NA,NA,NA
"7403",2017,299,NA,NA,NA,NA,NA
"7404",2018,299,NA,NA,NA,NA,NA
"7405",2019,299,NA,NA,NA,NA,NA
"7406",2020,299,NA,NA,NA,NA,NA
"7407",2021,299,NA,NA,NA,NA,NA
"7408",2022,299,NA,NA,NA,NA,NA
"7409",2023,299,NA,NA,NA,NA,NA
"7410",2024,299,NA,NA,NA,NA,NA
"7411",1968,301,166.448275862069,39.6169539310345,-71.4224137931034,718.485681768363,139.507000728704
"7412",1969,301,188.625,39.9683333625,-70.57145835,795.023263086869,149.581622453238
"7413",1970,301,167.747126436782,39.6057470804598,-71.6306513333333,704.934218969598,126.119986237936
"7414",1971,301,178.157303370787,40.0807116067416,-70.3243445393258,820.523136548711,148.856632202445
"7415",1972,301,206.333333333333,40.4711111333333,-69.8415555733333,878.870170554996,148.764452990445
"7416",1973,301,125.41975308642,40.3971193580247,-70.8650205802469,813.690275588482,111.139040187539
"7417",1974,301,159.109375,40.603125,-70.25859375,867.49996789307,119.678557886219
"7418",1975,301,149.879310344828,40.8298850862069,-70.0787356034483,895.376807590854,121.751225635538
